Area_Income,Area_Number_Rooms,Area_Number_Bedrooms,Area_Population,Area_House_Age,Price
78019.85596,6.180845251,2.25,36689.234,4.618789366,1060241.2
64432.61434,7.006551311,4.09,50851.06038,6.954520829,1548962.888
74332.85047,7.518827433,6.35,30212.43884,5.284318166,1056984.182
74664.33664,6.412060235,3.25,23817.9026,7.796604331,1447353.264
73406.21728,5.995248573,4.21,38073.5192,5.531907671,1251566.478
58464.30507,7.410521157,3.26,25157.45429,4.964391034,751969.2117
61600.92573,6.508818009,2.38,37457.80723,4.913081801,764955.4982
75155.18265,6.139857974,4.46,51562.59493,5.825465356,1539958.931
67828.91266,6.251224246,2.32,27127.62794,5.616237027,962747.1639
50144.73988,7.647020069,3.24,43233.325,6.121600252,1353854.478
86557.25246,8.720522984,5.25,42757.44428,5.016626686,1850525.573
87733.86256,6.409772532,3.15,43943.47926,5.662564675,1778411.665
65846.40694,8.235833085,3.29,22355.22119,7.315088749,1369006.115
45551.40297,6.441014974,2.48,49839.32178,6.91702898,1197975.085
89946.9002,8.29257598,4.17,40502.7397,6.601665974,1930143.831
72792.67074,6.876103638,2.4,34104.36601,7.835039543,1481946.194
68709.10049,8.583188696,4.38,31659.70025,5.99444191,1347578.53
87506.73197,4.947302123,3.13,32699.65258,5.430800355,1358646.746
62862.48802,6.724241154,3.37,37254.69839,4.606130739,931768.0455
59054.13026,7.019923508,5.24,51384.43323,5.350416528,1205962.995
45978.39092,8.425840675,3.02,36062.78846,5.215220595,792146.076
80281.41683,8.32510576,5.27,45424.22353,6.213365521,1618670.884
65908.73975,6.830251968,3.29,24080.58935,5.296992962,864446.7942
55930.14482,6.586596188,3.09,24898.73888,5.538518713,662630.3439
77587.94723,6.819864844,4.37,37280.44201,6.13879433,1485145.661
62636.8301,5.796622943,3.18,51456.29763,5.863607067,1047226.967
76142.11983,8.53440979,4,41931.4683,4.050263913,1392793.814
63524.21761,4.811622635,4.31,48123.70594,6.295071682,943575.1307
85673.3062,6.368278688,2.14,33110.5602,6.592507214,1793398.718
49268.37307,8.091053212,6.44,41349.04041,6.269166301,881273.1168
87978.41434,7.657627412,5.11,39586.43071,8.157806215,2138713.943
78785.27727,6.533764769,2.12,33603.48416,6.60606667,1540869.872
79271.90498,6.559628742,3.5,28904.21789,8.369497314,1707650.436
62755.45277,6.79627685,3.07,41525.3777,6.109440991,1025705.134
81944.65491,6.913781564,4.46,34262.32384,6.065352411,1541186.254
67384.00037,7.809918772,6.43,48918.05536,7.224280911,1930344.449
67282.57297,7.746836473,4.44,42768.9123,5.997033358,1481146.95
57869.98449,6.232450675,3.13,44474.70188,5.13588336,1099725.283
64967.78483,7.316483227,3.26,28164.22161,7.054468389,1190867.437
69700.74131,5.335758659,4.37,21934.89864,6.570369194,1070318.815
74490.63924,8.457362267,4.1,35563.45613,5.408652545,1358213.906
54827.03231,7.844325517,6.01,45027.11401,7.042026516,1198725.487
74369.6686,8.225972138,3.27,45991.85697,6.840974542,1774715.484
81357.86976,6.464254235,3.5,51019.21242,6.09113683,1538903.993
73185.62021,6.967134875,4.5,54680.64442,5.814261735,1462360.601
53526.93343,6.426074813,3.1,51611.11364,4.581133357,953261.9162
64736.28408,7.010253183,3.15,47717.13619,6.863400475,1427108.501
68488.61746,7.445724233,4.03,28298.49476,4.742984602,769576.8637
49424.26712,5.110956386,2.27,18656.64243,7.05347343,668255.4804
62032.95947,7.083483134,4.39,25267.10761,5.235210947,800809.1317
64506.79006,7.5514293,6.07,41521.43993,6.384603897,1427202.279
51178.14802,6.988851757,3.1,31822.06604,6.591952428,783566.3279
64290.20571,7.368073057,3.44,54157.29516,3.648545707,949072.2496
61482.24479,8.101403538,3.06,50245.27162,7.090474728,1693591.835
70130.56063,9.570048159,4.07,26794.25502,8.195316829,1675557.271
84923.39536,6.363733643,4.35,43231.6173,7.203931668,1943359.768
63233.73313,6.528068683,2.37,49272.461,4.920192289,1106261.274
53776.63203,5.945896722,4.24,29324.00264,6.765543807,978766.9139
67125.14983,7.639188434,5.37,22651.11135,4.96994317,997827.2538
66007.93861,5.185860953,4.02,45399.55912,6.353734757,1062206.321
64838.4929,8.699543873,4.02,32921.01007,6.437157062,1382172.294
83889.43598,5.921215989,4.5,17957.86337,6.531948057,1281741.163
78846.27009,7.647121762,6.1,41261.18878,6.723852343,1592664.7
72556.20088,7.245610106,6.42,31487.03672,5.382984046,1247557.695
62069.76279,7.347449707,3.35,27098.84396,5.535626528,779207.5546
88697.61952,6.602560307,3.48,29935.90416,4.735162617,1222760.858
57216.21282,8.234530691,6.32,35046.01314,6.855447634,1380715.315
53712.14081,6.875062831,2.38,31913.69653,4.229270472,704884.1544
77330.79471,5.78641233,3.45,49571.1057,5.93523864,1530480.688
66556.38765,8.369451056,4.21,45325.65586,6.321891117,1780415.438
74864.37031,8.035623147,6.21,46250.65372,6.337004614,1709667.189
62561.56095,7.928356117,3.23,37446.16768,4.727889358,852565.6269
77821.62437,6.660626274,2.36,33932.54516,5.259911725,1185310.267
79579.993,8.692723427,6.08,43214.76502,5.805388791,1795093.034
69923.34867,5.932069891,4.49,45202.13987,4.095953719,956241.9913
63879.68073,7.117112139,4.39,56266.97406,4.877193259,1224454.547
59154.68474,5.936286875,2.49,26567.50608,4.486941357,552279.214
52835.26226,7.520857506,5.28,34537.001,7.741143614,1186357.179
63750.37363,8.791163731,3.4,47248.05759,7.378244345,1582261.701
81741.63202,7.874564489,5.25,29755.50821,5.488727065,1478028.174
77594.60276,7.015781826,5.35,24293.63308,6.547168411,1386306.103
79843.14633,7.304337593,3.24,42452.94119,5.775992038,1424786.509
77081.68075,7.197069085,6.42,40080.43542,3.644175062,1206937.316
70713.64043,7.773536289,5.22,29436.45405,4.817919945,1209287.535
63797.99896,6.860745166,2.38,26626.53416,5.750618205,1029869.764
45914.01122,6.119878765,4.16,26309.23832,4.897860862,300464.0987
88190.46896,6.769516686,2.1,25177.48795,5.149776773,1294278.118
72010.79507,8.100920819,6.43,16376.64122,5.648822124,1251757.193
52420.52553,6.010627933,4.29,39766.41957,7.326976844,1128403.366
74748.15451,7.424722959,5.43,36071.7552,5.429629503,1363669.069
80913.46083,7.143813449,6.25,30034.33954,5.562565511,1177744.973
59480.04567,7.748963785,4.33,43703.77758,5.205825325,980274.0699
80951.28339,6.323822116,4.14,38990.80712,5.450699153,1524115.891
63856.3085,6.844399336,3.41,31114.8974,7.456390109,1311902.534
74727.88857,7.124513456,5.11,27639.05883,5.793124435,1119992.619
78095.35263,7.119862076,3,32346.43499,6.837193059,1538922.903
69689.6297,6.311314926,4.46,27438.68941,4.065513078,843633.1982
54973.19372,7.136285579,5.45,40412.72218,5.426987047,903301.9933
62571.35286,7.176352932,4.37,41465.11563,5.945193547,1161995.728
69370.93005,4.658690271,3.42,33732.46287,5.140142495,733299.7945
82415.25237,6.456360286,3.08,46297.58121,7.050921403,1837930.801
52864.75931,7.852066885,3.16,39156.98102,5.994728233,962028.7008
65855.86324,7.709617653,6.4,45528.53724,6.564119268,1477765.148
61310.28003,7.13125578,4.39,33201.05371,7.951206605,1419345.607
39411.65279,7.047435339,4.44,45851.3983,4.385844659,539483.3966
77265.7483,7.600015977,3.46,21558.37575,5.387078609,1097701.943
74777.76433,6.650801681,2.2,30013.29805,6.338634231,1412274.486
67474.2798,7.938421221,4.12,34971.53955,3.278227596,1013443.438
68848.19668,6.085627686,4.16,25880.41441,6.778112479,893919.0388
66148.03832,6.842533838,4.14,31574.41047,6.326840293,1234531.601
63595.95836,6.682731041,3.22,19345.40638,6.124785472,864702.9339
60741.56973,6.715733778,4.38,24534.37105,6.252128678,977024.1102
73540.62894,7.049997801,5.24,39756.36603,4.421746778,936148.5119
74633.9417,5.627387829,3.4,30600.60461,5.745854007,1056976.975
62016.68605,7.791948979,3.45,35750.28631,5.762634689,1040607.312
84249.8608,6.160323135,4.14,44571.37813,5.862843292,1641101.519
44247.14904,6.166052316,4.38,22011.94593,6.453832512,503065.5056
59473.98832,7.772294448,6.19,41215.29823,6.926414489,1296146.939
67839.38147,6.927319958,3.46,26377.26824,6.902937655,1164209.619
62972.00399,4.626558167,2,33869.89954,7.161397225,999814.8898
61162.58025,7.880521416,6.04,36033.70143,5.896315848,1060897.689
87472.25699,7.340992379,3.32,48306.7974,5.543774149,1848633.724
48692.97596,6.25906992,3.02,36239.39412,4.597834172,617157.9103
67858.50166,6.228655544,3.34,29708.75808,4.948624044,857697.1255
72332.05826,6.869613492,4.41,45804.32891,5.744597578,1253434.398
80775.9033,7.744385348,5.29,26601.55793,6.148563983,1635092.433
75151.10555,6.596280173,3.3,32032.14109,7.299214839,1524845.422
62095.03681,4.707758996,3.24,36183.2878,5.954461825,763869.6667
75759.48996,7.510711574,4.11,46188.16509,5.254822469,1376637.506
64374.30729,7.063085614,6.23,23251.0467,8.389992287,1244440.135
48147.87075,7.877403593,6.44,32050.57593,5.972172601,693931.5015
64127.44061,6.992732532,2.25,42628.71074,5.611310138,1277744.739
83921.90733,6.821687363,4.06,39569.83006,5.525295192,1539329.319
54617.88615,6.782860704,2.18,29613.844,6.234743605,903881.6639
45493.20843,7.266475345,3.2,38938.2712,7.381580819,896944.2443
72780.15123,5.725266904,2.48,44953.52365,5.259416171,1184758.842
96395.3218,7.52809801,6.5,35036.19213,5.460823005,1731437.416
47467.42392,7.015252974,3.33,37341.62134,5.821678083,762144.9261
61807.48493,8.203353428,5.46,44586.72495,5.60685891,1270905.02
54794.42399,8.00318507,4.21,39385.6836,5.625066678,1000043.903
94923.40619,8.039282316,3.3,43818.81314,5.70927131,1967637.287
62058.50246,6.175147479,3.23,28954.49749,7.030593803,1114779.247
46952.22944,5.728597316,4.24,31628.22805,6.061124984,671661.7134
67003.62956,7.406529543,3.02,28464.33389,6.505040047,1214986.886
87835.27161,7.458554034,3.39,16250.76883,4.302756122,1053236.6
73433.62623,6.227752216,2.05,44544.23046,7.107788624,1515005.384
70124.38688,7.346570952,6.32,51673.96267,6.740554121,1732196.217
84366.24462,7.865276959,5.27,43445.0159,4.750904287,1587122.369
60343.59941,7.267249766,4.38,24199.05275,7.827794857,1184893.56
71308.86039,8.598246883,3.25,22710.19219,5.806519014,1314348.699
65430.97914,7.200581808,4.41,33320.39672,4.324962702,717825.3597
73591.48889,6.747876001,2.5,51662.31774,5.430302262,1441736.761
52805.83596,6.799866021,4.48,37161.1126,7.460307854,1119542.311
58187.0494,7.256935779,4.08,31551.86373,6.084778056,850977.0123
70506.22247,7.947610774,3.14,44706.71849,6.067423246,1655466.736
77412.45431,7.067327828,4.29,33258.83439,7.264613698,1641739.518
65087.71793,7.456185045,3.45,40283.24977,6.684347864,1369976.501
72547.04742,7.046825652,3.32,39218.75914,5.606278582,1465835.843
78864.05341,7.348649923,3.3,50194.10811,6.378901779,1789334.851
67335.75773,7.377845327,6.26,10311.00139,6.785460273,863297.1767
79552.39015,6.537351508,3.32,50113.83691,5.191222752,1425366.413
89089.43207,9.179993536,5.29,49782.15207,7.146246355,2271112.744
67110.33438,7.236402011,6.1,31998.76325,7.197138761,1370699.722
80778.90088,6.386486309,3.16,34431.16874,6.484438121,1566740.128
76624.14812,6.265051496,4.17,47039.09365,5.074271516,1436995.2
80011.58352,6.489267832,2.49,26576.39199,6.448675361,1345962.955
70472.79238,6.110191694,3.24,34894.15883,6.010153598,1265180.909
57456.99716,7.857343016,6.22,37378.95089,5.378244758,1061222.537
80000.76417,5.91001256,3.17,42245.4464,5.612801653,1383967.463
66387.6838,7.788138382,5.22,22552.53591,5.677748504,1051519.066
64699.39397,6.956937821,4,49083.66618,6.848939033,1550359.548
84777.30248,6.079424489,2.22,42038.80335,5.421143531,1375057.083
81196.61131,7.181116046,3.01,49574.70781,6.865788207,1882978.9
60690.71865,7.021787448,3.42,35528.50391,7.5960077,1274053.64
72000.91793,7.869974067,3.13,27699.04897,7.16654825,1426434.644
51144.77077,6.767066347,4.04,39369.30084,6.748781492,913587.0974
57683.84762,7.060080868,4.3,43348.48868,6.557164042,1116730.867
63759.0507,7.614217985,6.23,35071.99599,6.13572675,1226586.921
68615.76709,6.122465225,2.47,51791.80812,8.76478554,1836978.483
66823.4329,6.142730956,4.29,30852.29111,7.52333072,1452153.849
67564.16592,8.039700873,5.16,21880.05031,6.701112226,1294750.368
68008.61543,7.879544727,5.41,28908.08678,4.357088276,1059870.965
73715.42371,7.983172003,3.09,45540.93836,6.210744515,1615346.75
50813.70267,5.942275646,2.1,30767.31362,7.161978239,1107692.003
83814.10116,7.392164066,3.39,51538.0568,8.571796672,2330289.701
51666.77275,7.55757585,3.45,41926.02443,7.730949556,1116193.293
69236.93433,5.861133737,4.18,39399.93645,5.816532436,1072253.834
81099.57815,7.13508385,4.33,29780.17308,6.433839889,1626941.788
59303.82319,9.098979835,3.44,43609.46243,6.930752508,1669681.231
69610.9725,5.627663434,4.04,39210.48262,4.137278576,806121.8394
77402.40158,7.856053644,6.14,39351.01562,5.648700181,1680252.737
73386.40734,7.915452714,4.3,38413.49048,4.96635994,1186441.756
70961.58131,6.185950711,2.02,38251.81217,8.598382722,1766248.403
81181.5688,8.201423572,5.27,26690.70991,6.636742301,1641055.939
57272.32797,6.59669477,2.07,30099.39506,7.577254753,1120894.804
58871.79001,7.074322473,5.16,25091.82355,8.174270417,1325706.901
74029.34982,6.414579249,4.31,36360.2738,6.618516283,1593347.849
56849.22111,6.78153687,3.19,43522.68518,4.043752332,605073.4908
73587.04646,6.53014678,2.3,25271.93098,5.944492108,1064509.523
49728.43703,7.531572717,3.19,37608.67975,5.844846445,872365.8799
60631.11084,7.628030848,3.11,40928.28419,5.956718133,1117741.757
78404.3633,6.858624507,3.03,49398.25748,7.066791632,1935172.995
86611.17802,8.303301694,3.01,45359.02795,4.849506719,1668670.656
58914.48624,6.311064909,2.46,35282.71403,6.590092351,1072704.89
75867.02443,8.061729885,4.18,56294.43444,5.539850454,1914746.582
66581.57483,5.884307666,3.25,18230.51893,5.419607067,839194.0689
62820.17908,7.681443787,6.07,23734.16959,7.63974101,1285157.87
69711.90393,8.090746781,3.45,36291.1452,6.073168346,1433614.967
82710.58982,5.086433684,4.43,44768.68811,6.236986667,1459342.887
58828.04163,8.749000788,6.08,44277.30064,7.236786459,1652845.981
53161.83239,8.678774415,4.07,30535.2556,4.879253961,725830.602
79361.02651,6.866564918,3.23,53875.28901,4.572241077,1378863.688
58325.69569,7.299320698,6.31,31256.22333,6.30432228,1003941.929
55772.89874,6.826893598,2.07,41638.65687,5.641007686,729882.6249
71893.42934,7.103995531,3.39,40364.19315,5.826870236,1270047.528
75922.88558,6.341246108,2.16,49458.66507,6.689121255,1695706.132
54648.28607,8.46138084,4.09,20270.54195,5.531123591,714822.5872
71857.57141,6.225548367,4.05,52563.97982,6.425892565,1462899.031
67424.18822,7.601754384,6.11,32412.84314,5.367615821,1127260.126
70564.86258,6.59799426,4.5,38376.46825,5.146618085,1014226.299
74237.26128,4.705015387,4.35,37651.01453,4.663506201,852982.5644
58004.2709,8.327776474,6.36,29182.7206,5.174346635,830286.7066
101928.8581,9.039381544,4.08,22804.99194,4.82958619,1938866.49
55809.49459,6.330243408,4.2,49001.90125,6.854522409,1247645.41
48357.06347,7.98951567,3.03,45206.72551,4.727645965,813415.1281
65017.74563,5.945759611,2.37,26910.32075,5.000504143,679373.4015
66949.0012,5.945900039,3.18,30323.73988,5.494535087,814879.2063
82848.55863,6.281916393,4.47,40338.11037,5.729198183,1489540.135
65851.26289,7.181912393,5.09,36110.06309,6.517096671,1468738.755
93579.11668,6.490128894,4.49,38977.93739,5.821447363,1859883.661
76114.15936,7.32160966,5.02,42601.8153,6.769699197,1558758.796
84289.795,7.946184619,4.09,42768.4581,7.762059263,2120888.345
57715.53989,7.648730581,5.16,19844.17257,5.549062595,790598.827
85825.85915,6.25590011,3.36,13983.30125,6.614755417,1137465.336
62765.29405,7.459908516,4.08,22272.18604,7.678891205,1369753.282
70205.72154,8.657342635,5.37,26973.43343,5.83835012,1433221.122
66595.66324,7.476142093,3.16,42385.40082,4.786484164,1373048.099
64303.64009,6.583251654,3.42,20214.598,5.626372535,941950.5795
57358.62333,7.096839816,3.14,22061.58541,7.353131745,948279.9394
74216.12905,7.004803041,3.28,45068.59934,6.038763092,1365036.084
68503.48554,8.419559831,4.42,34699.25818,4.403549081,1289082.363
55481.28674,9.699773329,3.46,42179.67004,5.733547356,1398979.249
75265.99827,7.494591244,5.33,13108.01789,8.312847295,1559678.613
68854.09085,8.194305101,5.23,37482.54576,6.745795742,1485677.064
74854.10011,7.679230572,4.06,50538.01354,4.604998734,1553592.98
54634.31766,8.04578157,6.3,41564.0063,5.743186901,1179278.094
57098.2024,5.759739522,2,42721.28569,8.172130124,1262465.989
68035.56212,8.810883649,4.06,34174.74428,6.487102994,1663509.393
63128.60652,6.953525108,3.02,39536.8097,5.459418735,930011.5709
62937.04797,8.931184559,3.14,38082.48344,6.171802299,1584167.851
82915.91143,7.882700548,5.2,50445.64737,7.078994202,2185480.091
70138.53362,6.844556793,4.05,44684.73719,6.459764363,1529028.714
75611.47181,7.174165695,6.18,22047.19911,5.692877721,998240.8508
42822.3111,4.993759778,3.34,29670.20231,6.612989198,513215.9882
60145.23086,8.012062753,5.19,25198.78667,7.349184292,1136448.409
87853.8483,7.571808331,6.43,42302.261,6.524727389,1898668.844
66392.57099,8.023288282,5.13,26623.18416,5.380618603,1255576.273
58204.22309,7.375616033,5.41,46663.40274,6.301814027,1367641.27
88244.61487,8.765481292,3.36,25791.99499,6.548375433,1788285.239
68737.59871,8.450083754,6.18,34216.69172,4.50065575,1230363.234
56423.03428,8.109865287,3.03,40155.74285,4.670846603,1000216.858
66678.06217,7.496088659,5.02,23031.17032,3.90784119,587007.8442
71517.01424,7.731386357,5.02,40239.28257,7.90559502,1734373.044
66097.62203,6.15177134,4.19,37467.59631,3.979496081,762167.2533
76423.31757,7.672937209,5.25,24402.23731,7.561878816,1532845.723
72660.15764,6.130976571,4.39,48711.5547,5.447651333,1243501.651
92787.28248,6.825129553,2.24,36590.45042,5.193719807,1628878.094
78535.64072,7.111496767,3.33,44280.07606,7.036043262,1767330.934
58110.57429,6.825453188,2.41,49355.97879,5.87836948,1308752.504
71614.59305,8.339420059,4.38,29922.1702,6.357683901,1311681.42
76813.78015,6.914477692,3.11,31822.48585,6.97543555,1567368.285
73508.35912,6.772989767,3.49,34894.57633,6.27170472,1126821.109
63805.7006,5.907901094,4.35,48433.82079,7.120304395,1473761.532
67651.53322,6.29716031,4.42,50823.45978,6.307915969,1366000.57
69086.60579,9.079234562,6.41,39890.29704,5.649168399,1677612.442
93822.30848,6.739136455,3.39,28555.78775,7.307595976,1789973.205
89808.62859,8.428816539,3.19,30847.09161,6.99119997,1961715.867
64896.62337,4.713907065,2.01,33201.07787,5.746925014,673225.1119
61853.86388,7.672624694,3.5,23811.23365,7.216355831,1230391.468
64205.8632,6.107278834,2.28,48649.61039,5.608289646,1124818.114
74872.36119,7.129029836,3.17,20068.15522,6.743717223,1090996.143
81980.58906,8.456793269,3.33,41393.59402,5.625005408,1570154.414
52801.97917,6.175532974,3.18,21518.04492,5.869786444,685123.1393
54510.2001,8.723667665,4.15,20211.43699,5.052580013,845553.3695
61868.60746,4.774978251,3.17,34967.07563,5.787124106,974805.9937
63655.18163,7.29278248,3.17,16409.11628,7.537023749,1247660.99
86031.51275,7.372989952,5.16,35417.76965,5.293498422,1381417.25
72748.51296,8.783143977,6.28,40137.50244,6.879262946,1726364.398
61839.76786,5.937846802,3.24,26064.82032,7.740112579,961539.0599
76519.68207,6.6449069,2.17,28961.42776,6.455825141,1359978.16
76774.85779,6.396693318,2.05,34313.8277,6.232921557,1384466.437
76659.74948,7.0392267,6.37,41717.72069,5.901324628,1531447.285
71371.43363,5.298417823,3.38,52265.60116,5.969905376,1418595.727
83460.87131,6.980713061,2.43,31385.46298,5.736539506,1476386.996
74740.73288,5.78726116,4.36,29954.61762,5.625513375,1168355.32
70229.01584,7.642843664,6.25,28829.00883,6.660558254,1222701.012
72950.86354,5.112099012,4.27,38711.03466,5.320368742,987447.7775
58515.94609,6.322715919,4.43,33776.47845,5.954475954,982790.871
52207.44393,7.451826651,5.06,21095.58569,5.273512348,527749.4039
72821.24766,7.116655028,5.33,40594.0593,6.480819122,1391232.527
66250.31669,7.758691601,3.08,24201.75308,4.858519689,1094321.883
74275.50405,8.494696638,6.32,38535.72643,6.001426337,1610217.177
81167.4411,6.340960207,4.5,28713.96202,8.1006516,1768705.125
56119.33253,7.372744223,4.4,36041.27531,7.809405065,1236258.08
84998.45891,6.25899478,3.5,28623.41032,5.898870691,1329007.203
69604.42775,7.568819656,6.37,40684.07772,7.006155746,1704126.876
70775.43488,6.909074636,3.2,40561.29711,6.131732514,1321888.268
66236.84056,5.066614326,3.22,38906.85736,6.856135081,1113936.638
57451.86827,7.945878305,5.08,38532.98003,5.116175663,1043628.37
66293.8844,7.328415491,6.13,48877.50097,6.839681373,1663653.71
69100.99031,6.248338851,2.29,46139.13676,4.272456648,969678.5673
75729.76555,7.642973331,4.21,29996.01845,5.580598537,1183014.509
58599.6156,7.067574669,3.43,26569.65872,5.666214458,957814.6031
59498.07937,7.429202325,3.43,25401.10188,5.522134705,912891.6806
72409.66649,8.47291577,6.33,40605.96743,6.1166841,1479758.318
69316.79689,7.873575892,4.28,24448.21146,6.300408888,1431507.623
68656.90677,8.78790783,6.36,43833.85344,7.354457916,1747911.496
71240.25164,8.885191793,5.09,42566.50177,5.924127417,1563083.336
73223.9423,7.706760787,6.14,41113.00677,5.085558366,1425745.297
60968.33291,5.758391006,4.29,28483.81174,5.925172881,804453.8698
65935.61261,8.261632226,4.16,36262.4269,5.073181886,1060440.596
62773.52098,6.803529579,4.06,41389.36487,4.496843653,954737.1411
69304.57095,7.310473469,3.4,29465.99961,5.331355553,1152604.142
73218.99741,5.876852141,4.19,31619.5817,4.417082516,955943.809
63787.53635,6.007780226,3.25,22449.534,4.643253525,433247.1566
76613.08008,7.34670366,5.5,43250.98997,7.393603183,1718876.795
64461.39215,6.675121348,2.04,34210.93608,7.949614163,1236874.809
41533.01296,5.055628639,4.24,31685.40269,6.853578269,682200.3006
79575.64154,5.850243433,4.04,31050.10281,4.970709348,1141916.525
82185.4699,5.343181926,4.19,29258.98876,5.219917755,1162735.272
69853.42418,7.867622397,6,41913.6369,7.224586621,1681340.635
51519.61854,5.543896647,4.13,43258.6446,6.94474747,945981.5296
48616.85537,6.843022938,4.45,29770.08343,7.080939775,854045.0138
63324.58162,6.213020579,4.42,43281.57274,7.725265633,1372994.29
65016.22381,8.306304082,6.05,15902.58202,2.644304186,414571.2229
76855.86579,6.091630777,2.37,45388.31358,4.740995838,1240319.692
75302.08258,7.822847038,4.48,42382.75153,6.75932479,1640646.67
69438.70006,7.403375101,4.48,57775.26139,6.119530257,1537335.897
75764.20019,6.592119906,2.38,36712.20014,4.837669717,1337966.927
68814.92561,5.486194341,3.2,42285.98468,5.42843466,1085113.451
60912.31622,6.298966339,4.21,20915.81605,6.313147371,905328.7691
41007.45867,6.033643138,3.39,39526.56631,5.305041691,494742.5436
61949.88399,6.454836099,2.34,42092.88416,6.108984095,1237360.718
67421.66705,7.664160226,6.04,20167.03999,4.638742025,864899.485
68428.39428,6.140596673,3.22,31074.12492,5.266863096,1002192.582
61839.6479,6.662371844,4.48,17244.97025,5.677800695,800110.1189
62835.25696,7.156463409,5.16,50097.95083,7.095849854,1410331.825
72485.19746,5.706925272,2.45,43134.03806,4.205495168,1036382.766
60945.7218,5.628334764,3.08,34162.95673,4.781651489,437146.0204
83729.79177,5.213234052,3.19,12906.25485,4.403196998,624432.966
57605.79912,5.637925148,2.33,49411.4113,7.409833867,1179440.832
75358.4826,7.282679841,3.2,21319.9943,8.991399331,1740404.967
53927.41281,5.675535153,3.35,37875.55012,4.528065613,706135.1446
60776.38714,5.572610331,3.5,28318.75042,6.855932512,870252.411
69648.51395,6.960605519,3.17,36038.95905,5.444737202,1106149.686
59295.68011,8.0911663,4.44,46784.53859,4.730911869,1192677.55
97548.31041,6.609395871,2.5,39089.41571,5.460972751,2026303.098
61688.68294,8.335806592,6.15,35552.99118,6.842834633,1311473.323
72469.54178,8.044576292,3.07,27227.81339,5.606394944,1123386.531
76048.37232,7.658408706,6.43,22469.52253,6.642756994,1205750.232
79186.45041,9.047861281,6.38,17840.11679,6.218852677,1582140.06
49220.03779,6.110021469,2.33,46981.9261,5.396988245,573434.6642
80040.17331,8.453261625,5.5,29699.01164,6.44955474,1735826.005
51995.58286,6.746500585,2.3,47073.79792,6.766777857,1052185.176
52711.11815,8.254120394,4.49,25594.16903,7.874124275,1151281.847
56934.46081,7.808643282,3.08,37076.19846,8.078703471,1531216.894
66760.70176,5.870675013,3.06,42292.5646,5.696410259,1103352.601
52376.61152,4.377965509,2.2,34189.14346,5.361088157,308199.8912
70224.3205,6.587236568,4.38,40274.16665,7.03747734,1423296.118
62612.9093,6.658163483,3.32,40789.82581,6.949391112,1315684.457
80284.99543,4.049320548,2.2,23457.1264,5.029474722,637951.9056
66811.70125,5.478595655,2.06,33499.33275,6.035255424,1027191.029
51142.40602,7.309721788,6.25,41872.64328,5.379707221,729678.6262
90535.16522,5.833625637,2.24,42249.32493,5.722843373,1676770.331
93185.81349,6.842294506,2.16,23723.07475,5.807346311,1569121.917
70743.19551,5.220527709,3.31,26897.71205,5.379595574,874969.6969
56024.54774,7.468447701,4.15,36215.96255,6.575305941,1172413.197
76224.72735,5.441022978,2.39,50003.26101,6.402864377,1538985.189
89671.01982,8.88036332,5.07,15625.55284,4.384029823,1286572.979
89825.65567,6.577160392,3.46,18598.25608,6.604135986,1646033.41
61013.71988,6.135518448,3.04,34771.65985,6.831285142,1147313.02
63362.22547,5.917064458,4.02,34971.82435,6.140522639,976483.5805
57086.37459,7.33156687,4.03,39002.90125,5.893367315,1073350.044
69044.94212,5.600072675,4.09,34764.29222,4.312275647,1084255.678
81438.58143,6.963085077,2.29,43340.29356,4.757793137,1432252.081
78299.64248,7.805954394,3.37,39298.23552,6.876501364,1676070.943
87386.38473,6.024768371,3.5,31735.76329,6.038075114,1580557.01
83149.78405,5.585896782,3.45,45985.94575,6.297568899,1549873.88
94085.47298,9.108893289,5.15,31011.36681,6.305651284,1989672.524
60710.16208,7.920511375,6.41,44101.24053,5.399849594,1286980.807
71309.25017,8.409302633,4.35,32356.99738,7.513611344,1752967.605
93303.68385,7.793745989,3.42,38162.61295,4.7205807,1529711.14
85631.08446,8.783750005,4.4,42811.78159,5.624841038,1710612.03
51359.96759,5.860630265,2.28,40796.67545,6.374120812,774009.5476
75868.77233,6.330875764,3.42,39295.70265,5.901981112,1536143.592
82733.05492,8.02345257,5.5,39060.76508,5.806661015,1662939.097
67043.19535,5.935618621,4.22,53738.6269,5.954845799,1443027.263
67037.2691,6.802139151,3.06,41042.43087,5.768077004,1282258.093
56696.5107,9.145614111,3.06,26083.32069,6.736575336,1245967.799
65837.11694,6.503945884,4.09,18249.7206,6.30458529,1025908.914
79477.86951,6.933969226,3.17,30411.18439,5.83328934,1380070.45
55048.33202,6.191885162,2.14,25092.6697,4.302477241,288708.9121
80613.46057,7.670966483,5.46,35692.27654,4.809727597,1247581.212
76848.1888,7.565735158,6.12,43978.25754,7.451312943,1767399.29
83586.90156,7.483347141,4.5,34277.63076,6.616144283,1588549.501
86343.43787,7.246699864,3.26,35780.35499,5.513337858,1685217.105
65846.17104,6.804130904,3.18,28214.36355,6.385373647,928950.0032
69577.13762,8.103829663,5.05,48122.10195,6.019581363,1565931.192
61581.04805,6.529445635,2.2,43070.51539,4.993286513,926882.9195
79097.134,8.007304843,5.09,43950.66238,5.873083771,1770616.93
68988.29046,8.366570439,4.36,28734.93792,5.854885928,1279353.925
